time_sec	flux	flux_err	band	source
28476	1.2466574182178248e-12	0.0	R	15641
5220	7.173764666201681e-12	0.0	R	15643
75312	5.543028679619589e-13	1.0210636166184425e-14	R	15646
81180	4.917531218023363e-13	9.058427261562758e-15	R	15646
107028	3.529775835445875e-13	3.2510436881233105e-14	R	15647
83376	4.789679696803003e-13	8.881765140978342e-15	r	15650
83808	4.63367310779032e-13	1.135185114473082e-14	i	15650
84844.8	4.3391624602326654e-13	1.3639755870602436e-14	g	15650
162950	2.0337917042989993e-13	5.636263908741241e-15	r	15650
163555	1.9857537543489453e-13	7.987929685719651e-15	i	15650
164765	1.8595416520968247e-13	6.988148936234289e-15	g	15650
247715	1.4669796729254884e-13	1.5658378582676584e-14	u_swift	15673
116997	2.8265497264194895e-13	2.603928638682238e-14	Rc	15676
108778	2.840572711623055e-13	2.7144665882639485e-14	g	15681
194141	1.4907537504417075e-13	1.42457231611967e-14	g	15681
378173	8.578392447393073e-14	8.19755804320151e-15	g	15681
306628	1.0758386083365367e-13	5.9453038608556055e-15	R	15711
391571	1.0179984708400916e-13	7.500889931670811e-15	R	15711
475253	6.914282593933304e-14	8.278776495360294e-15	R	15711
